playerid,firstname,surname,playerjerseyname,commonname,overallrating,role2,role1,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,firstnameid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,gkglovetypecode,smallsidedshoetypecode,emotion,runstylecode,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode,lastnameid,playerjerseynameid,commonnameid,role3
5740,Jaap(900000),,,,87,11,112,1170502,0,0,0,45,0,67,0,0,0,52,0,0,92,-1,67,52,0,0,0,52,6,0,85,15,61,87,10,0,83,87,232001,49,2029,41,58,88,0,0,2,68,86,0,191,0,0,-1,92,1,142356,5,0,0,79,88,80,134228992,0,86,0,2,0,32768,68,0,5740,15,89,4,74,39,1,4,0,0,0,91,80,62,87,0,0,0,14,2,0,0,0,161228,0,0,34,1,0,3,82,3,0,79,0,0,12,0,1,0,52,3,0,0,500,5,0,0,2,0,0,0,0,0,5,0,83,89,0,-1,42,0,0,1,35544,35544,0,0
6235,,Nedvěd(900000),Nedvěd(900000),,88,29,127,70000,0,2,0,84,0,80,0,0,0,85,0,11,51,-1,85,82,0,0,0,91,9,0,62,15,86,88,6,0,85,82,223101,87,2029,80,89,48,0,0,2022,87,84,0,177,1,0,18,71,1,142400,16,0,0,90,77,88,9043976,0,72,1,2,0,4,77,0,6235,14,58,4,86,85,3,4,0,0,0,81,84,86,74,0,0,2,12,2,0,0,0,160432,0,0,12,1,0,5,66,3,0,88,29639,0,9,0,3,0,84,2,0,0,500,4,0,0,2,0,0,0,0,0,2,0,84,61,0,27,80,0,0,1,0,0,0,31
6975,,,,,86,25,129,60201,0,13,287,83,0,84,0,0,0,84,0,86,42,-1,75,71,0,0,0,78,6,0,44,0,81,86,7,0,86,79,223101,83,2029,86,88,36,0,0,2022,86,86,0,175,1,0,12,74,3,144090,16,0,0,86,77,79,16777378,0,73,0,2,0,131072,80,0,6975,12,45,4,84,78,3,3,0,0,0,73,89,82,58,0,0,1,5,1,0,0,0,160159,0,0,46,1,0,4,68,3,0,86,12557,0,7,0,2,0,81,2,0,0,500,3,0,0,2,0,0,0,0,0,1,1,87,48,0,27,70,0,0,3,22351,22351,0,0
7289,,,,,88,13,111,70000,0,3,27,52,0,59,0,0,0,46,0,6,91,-1,75,59,0,0,0,40,13,0,89,15,52,88,6,0,84,88,224001,54,2029,43,54,88,0,0,2017,64,81,0,189,0,0,-1,86,1,144660,5,0,0,73,85,63,167822352,0,87,1,2,0,8192,56,0,7289,6,90,4,81,31,2,0,0,0,0,85,83,65,85,0,0,1,10,3,0,0,0,160432,0,0,14,1,0,3,81,2,0,82,31995,0,10,0,2,1024,48,6,0,0,500,3,0,0,4,0,0,0,0,0,290,0,82,91,0,-1,55,0,0,0,11988,11988,0,0
7512,,,,,86,44,142,60201,0,3,0,68,0,86,0,0,0,87,0,87,31,-1,54,86,0,0,0,78,13,0,30,15,73,86,14,0,85,88,224001,79,2029,90,85,30,0,0,2015,85,86,0,184,1,0,-1,74,1,143439,25,0,0,84,70,83,167772161,0,78,0,2,0,16,81,0,7512,10,36,4,71,64,3,0,0,0,0,48,86,70,88,0,0,1,10,3,0,0,0,160432,0,0,52,1,0,4,84,3,0,76,15493,0,13,0,3,0,86,3,0,0,500,3,0,0,4,0,0,0,0,0,2,0,86,29,1,-1,83,0,0,3,8022,8022,0,0
7743,Landon(900000),,,,86,25,132,60201,0,3,289,78,1,83,0,0,0,86,0,37,42,25,73,93,2,0,0,84,10,0,43,15,78,86,15,2,86,81,232001,85,2029,87,84,36,0,0,2000,85,89,0,173,0,0,12,64,3,145873,18,0,0,87,70,84,17432578,0,73,0,2,0,0,83,0,7743,9,46,4,85,80,3,4,0,0,0,65,88,81,70,0,0,1,7,3,0,0,0,160444,0,0,95,1,0,4,65,3,0,85,0,0,8,0,2,0,86,3,0,0,502,2,0,0,2,0,0,0,17,0,2,0,89,47,2,-1,82,0,0,0,9892,9892,0,43
7763,,,,,90,16,120,60201,0,6,0,92,0,83,0,0,0,85,0,12,67,-1,94,89,0,0,0,83,5,0,77,0,88,90,5,0,93,94,232001,94,2029,76,89,64,0,0,2510,89,72,0,177,1,0,10,64,3,144853,14,0,0,93,66,79,786440,0,67,0,2,0,128,75,0,7763,5,69,5,94,94,4,3,0,0,0,53,74,93,56,0,0,1,5,3,0,0,0,160432,0,0,27,1,0,4,57,5,0,83,2045,0,5,0,2,128,79,3,0,0,501,1,0,0,2,0,0,0,15,0,1,1,73,72,0,-1,77,0,0,0,30261,30261,0,0
8385,Aleksandr(900000),Mostovoi(900000),Mostovoi(900000),,86,32,131,60201,0,5,0,84,0,86,0,0,0,83,0,69,58,-1,84,87,0,0,0,87,12,0,61,4,82,86,7,0,83,84,232001,87,2029,82,90,61,0,1,4000,88,78,0,177,1,0,16,74,2,140931,18,0,0,88,77,82,17039393,0,75,1,2,0,65536,78,0,8385,13,62,4,89,89,3,4,0,0,0,81,79,86,79,0,0,0,13,2,0,0,16,160123,0,0,40,1,0,5,72,2,0,81,0,0,15,0,3,1024,83,2,0,0,501,4,0,0,2,0,0,0,15,0,2,0,78,62,2,-1,78,0,0,6,0,0,0,29
8473,,,Rosicky(900000),,86,25,131,70000,0,6,0,84,1,85,0,0,0,78,0,99,58,14,86,77,0,0,0,78,14,0,55,18,83,86,13,0,86,86,232001,88,2029,83,88,54,0,0,2001,88,82,0,178,1,0,12,63,2,145357,18,0,0,89,69,83,17104898,0,67,0,2,0,32,86,0,8473,6,57,4,89,76,3,4,0,0,0,72,85,86,54,0,0,0,11,10,0,0,0,160921,0,0,12,1,0,3,67,3,0,79,37440,0,11,0,2,0,81,2,0,0,503,3,0,0,2,0,0,0,9,0,1,0,83,58,0,-1,72,0,0,6,32466,0,0,21
9676,,,,,89,42,141,70000,1,0,243,79,1,87,0,0,0,91,0,60,39,-1,69,88,0,0,0,88,7,0,41,15,75,89,12,44,92,91,220001,82,2029,93,87,34,0,0,1015,87,92,0,179,1,0,-1,78,2,145514,25,0,0,88,80,88,17367297,0,75,0,2,0,4194304,80,0,9676,11,45,5,82,83,3,2,0,0,0,75,92,79,81,0,0,1,10,9,0,0,0,160432,0,0,103,1,0,4,88,4,0,87,33292,0,13,0,3,0,90,8,0,0,500,4,0,0,9,0,0,0,0,0,1,0,92,45,0,-1,87,0,0,0,11386,11386,0,0
10264,,,,,89,0,142,60201,0,3,0,77,0,73,0,0,0,89,0,69,37,-1,56,85,1,0,0,79,11,0,31,14,70,89,9,41,92,83,223101,69,2029,94,82,31,0,0,2022,83,84,0,188,1,0,-1,83,1,143801,25,0,0,87,80,90,33718291,0,80,1,2,0,524288,71,0,10264,5,38,5,79,74,2,3,0,0,0,76,83,71,87,0,0,1,15,3,1,0,0,160432,0,0,34,1,0,3,77,4,0,78,32723,0,7,0,2,0,89,2,0,0,501,4,0,0,2,0,0,0,14,0,5,0,84,28,17,-1,91,0,0,3,41561,41521,0,0
10535,,Hernández Creus(900000),,,90,0,121,2150301,0,0,287,83,1,87,0,0,0,90,0,190,67,-1,93,76,2,0,0,81,5,0,84,15,87,90,9,0,93,95,224001,95,2029,72,87,62,0,0,4005,90,79,0,170,1,0,-1,65,2,145104,14,0,0,94,69,80,19136736,0,67,0,2,0,256,92,0,10535,12,69,5,94,84,3,0,0,0,0,55,82,92,47,0,0,0,8,9,0,0,0,160432,0,0,45,1,0,3,60,5,0,88,39974,0,5,0,2,128,76,3,0,0,500,2,0,0,4,0,0,0,0,0,8,0,80,69,0,-1,67,0,0,0,0,39971,39971,0
13038,,Puyol Saforcada(900000),Puyol(900000),Carles Puyol(900000),65,11,3,60201,0,6,0,66,0,65,0,0,0,66,0,51,65,-1,65,66,0,0,0,66,13,0,65,15,66,65,9,0,65,66,223101,66,2029,66,66,65,0,0,1520,66,65,0,178,0,0,5,65,1,144452,3,0,0,65,65,66,0,0,80,0,2,0,0,65,0,13038,14,65,1,65,66,1,3,0,0,0,65,65,66,65,0,0,0,8,5,0,0,22,158595,0,0,45,1,0,3,65,5,0,65,6439,0,10,1,1,128,66,3,0,0,500,4,0,0,2,0,0,0,0,0,3,0,65,65,0,-1,66,0,0,6,0,0,0,0
13128,,,,,88,36,141,70000,0,5,0,88,0,79,0,0,0,92,0,16,32,-1,64,85,0,0,0,87,14,0,37,15,62,88,5,0,86,83,232001,75,2029,91,87,29,0,0,3505,85,87,0,183,1,0,23,77,1,143891,25,0,0,84,73,90,134348801,0,72,0,2,0,4,77,0,13128,7,35,4,73,88,2,3,0,0,0,60,84,71,84,0,2,1,6,3,0,0,0,160432,0,0,49,1,0,4,84,3,0,75,2110,0,13,1,2,0,90,2,0,0,500,2,0,0,2,0,0,0,0,0,2,2,86,23,3,-1,86,0,0,6,34518,34518,0,0
13743,,,,,88,21,118,60201,0,6,0,82,1,70,0,0,0,86,0,75,77,-1,93,83,0,0,0,93,13,0,74,21,85,88,10,20,84,83,223101,87,2029,86,83,72,0,0,4003,83,79,0,183,0,0,10,80,0,145230,14,0,0,90,82,90,16777952,0,83,1,2,0,4,70,0,13743,13,75,4,91,80,2,4,0,0,0,83,77,88,72,0,0,1,15,8,0,0,0,160432,0,0,14,1,0,3,72,5,0,87,35683,0,5,0,2,1152,88,2,0,0,500,3,0,0,2,0,0,0,0,0,2,0,78,74,2,-1,83,0,0,3,13396,13396,0,16
15723,,,,,86,0,132,60201,0,2,0,70,1,82,0,0,0,89,0,244,66,-1,79,90,0,0,0,84,8,0,69,15,78,86,7,20,89,88,253101,85,2027,91,82,57,0,0,3503,83,83,0,183,0,0,14,78,0,145283,18,0,0,86,82,87,8392208,0,84,0,2,0,0,71,0,15723,16,70,4,84,51,2,3,0,0,0,83,86,80,82,0,0,1,6,2,0,0,0,160517,0,0,34,1,0,3,81,5,0,89,9644,0,11,0,2,1216,88,4,0,0,500,4,0,0,2,0,0,0,0,0,2,2,84,75,0,-1,85,0,0,1,20895,20895,0,0
16254,,,,,85,0,101,60201,0,0,287,18,0,61,0,0,0,17,0,0,15,-1,43,32,0,0,0,16,85,0,25,16,15,85,86,0,83,64,244101,60,2027,20,18,16,0,0,1523,86,52,0,191,1,0,-1,78,3,144779,0,0,0,31,84,65,536870912,0,85,0,2,0,268435456,60,0,16254,87,54,3,35,19,0,4,0,0,0,44,56,87,17,0,0,1,82,4,1,0,0,161228,0,0,95,1,0,3,77,5,1,25,37230,0,84,0,0,129,82,4,0,11,500,4,0,0,5,0,0,0,0,0,5,0,85,23,0,-1,13,0,0,0,15940,15940,0,0
16619,,,,,87,12,111,60201,1,0,0,38,0,80,0,0,0,62,0,1,90,-1,74,78,0,0,0,54,8,0,91,18,66,87,6,0,84,82,224001,46,2027,55,57,87,0,0,1514,68,85,0,173,1,0,-1,84,0,143842,5,0,0,71,87,81,1040,0,70,0,2,0,134217728,91,0,16619,14,90,4,78,38,1,0,0,0,0,89,87,65,92,0,0,0,10,9,0,0,0,160119,0,0,56,1,0,3,94,5,0,88,16968,0,15,0,1,1152,63,4,0,0,501,4,0,0,5,0,0,0,14,0,2,0,86,88,0,-1,76,0,0,0,8298,7863,0,0
18115,,,,,70,13,11,70000,0,0,243,48,1,54,0,0,0,40,0,232,71,-1,69,61,0,0,0,51,16,0,73,31,51,70,8,0,67,71,251101,55,2025,45,47,69,0,0,1502,56,52,0,187,3,0,-1,75,78,147397,5,0,0,65,75,65,144,0,81,0,2,0,0,55,0,18115,16,72,1,63,31,1,0,0,0,0,68,51,58,69,0,0,0,7,3,0,0,0,159506,1,0,38,2,0,3,71,5,0,80,32821,0,14,0,1,192,51,4,0,0,501,3,0,0,4,0,0,0,30,0,5,0,52,75,0,-1,51,0,0,0,33501,32564,32816,0
19541,,,,,61,0,1,60201,0,9,40,13,1,52,0,0,0,14,0,642,22,-1,50,29,0,0,0,17,60,0,17,31,20,61,62,0,57,56,253101,53,2025,15,14,24,0,0,46,62,32,0,183,1,0,-1,63,113,146529,0,0,0,30,63,43,0,0,70,0,2,0,0,55,0,19541,57,31,1,31,15,0,0,0,0,0,30,31,57,14,0,0,1,59,4,1,0,0,160797,1,0,14,1,0,3,56,5,1,30,13677,0,63,0,0,193,59,2,0,136,501,2,0,0,2,0,0,0,30,0,2,0,60,13,0,-1,12,0,0,23,26280,26280,0,0
20289,,,Toure Yaya(900000),,87,16,114,60201,1,0,287,85,1,76,0,0,0,84,0,1,86,18,86,86,2,0,0,86,13,0,78,27,74,87,8,0,86,85,220001,90,2027,80,83,83,0,0,1031,84,80,0,188,3,0,14,92,0,146308,10,0,0,89,89,90,19169285,0,90,1,2,0,32,69,0,20289,6,80,4,91,84,3,2,0,0,0,81,76,86,71,0,0,1,14,9,0,0,0,160595,0,0,108,1,0,4,71,3,0,94,40306,0,12,0,2,0,83,9,0,0,502,3,0,0,10,0,0,0,4,0,4,0,78,77,0,-1,73,0,0,0,37569,0,0,18
20801,,,,,86,44,141,1170502,0,0,0,79,1,76,0,0,0,90,0,636,32,-1,70,90,7,0,0,85,7,0,29,31,78,86,11,82,87,92,232001,78,2025,87,77,24,0,0,1505,80,80,0,187,3,0,-1,79,109,146942,25,0,0,86,77,92,185860112,0,85,1,2,0,4,61,0,20801,15,34,4,79,76,4,1,0,0,0,62,73,77,87,0,0,1,11,4,0,0,8,160786,0,0,38,1,0,4,94,4,0,80,6045,0,14,0,3,0,88,5,0,0,501,5,0,1,4,0,0,0,30,0,16,4,77,24,2,-1,83,0,0,0,41503,32373,8050,0
23174,Juan Román(900000),,,,88,0,131,2150301,0,0,287,88,0,79,0,0,0,82,0,118,34,-1,90,84,2,0,0,88,6,0,31,15,88,88,7,0,83,92,232001,92,2027,81,92,32,0,0,2500,90,73,0,183,1,0,-1,71,0,144524,18,0,0,93,66,87,18350124,0,79,0,2,0,262144,85,0,23174,12,33,4,91,90,4,3,0,0,0,50,68,90,56,0,0,1,15,3,0,0,0,160432,0,0,52,1,0,4,61,2,0,71,0,0,14,0,4,0,84,4,0,0,500,2,0,0,4,0,0,0,0,0,2,2,71,27,5,-1,76,0,0,0,32007,32315,0,0
23823,,,,,66,0,11,70000,0,2,287,55,1,45,0,0,0,40,0,0,63,-1,65,56,0,0,0,48,15,0,67,2,45,66,11,0,74,70,253101,55,2024,42,52,56,0,1,2022,57,32,0,184,3,0,-1,76,1,145879,5,0,0,63,70,64,128,0,78,0,2,0,0,50,0,23823,15,65,1,64,52,1,0,0,0,0,70,31,58,62,0,0,0,8,8,0,0,16,159332,1,0,46,1,0,3,64,5,0,59,2055,0,9,0,1,1216,49,2,0,0,501,4,0,0,2,0,0,0,15,0,1,0,32,70,0,-1,50,0,0,1,18143,18143,0,0
24630,,,,,76,0,2,60201,0,3,62,11,1,50,0,0,0,13,0,0,22,-1,39,24,0,0,0,15,75,0,22,31,11,76,74,0,72,64,251101,65,2025,14,10,24,0,0,53,74,49,0,188,0,0,-1,70,161,146053,0,0,0,23,77,58,268435456,0,92,0,2,0,0,60,0,24630,77,45,3,37,11,0,0,0,0,0,32,43,77,13,0,0,1,75,3,0,0,0,161350,0,0,45,1,0,3,65,3,3,34,18404,0,77,0,0,0,75,4,0,66,501,3,0,0,4,1,0,0,30,0,375,0,75,20,0,-1,11,0,0,22,31677,31675,29848,0
25798,,,,,69,41,44,60201,0,23,255,73,1,30,0,0,0,77,0,189,25,-1,45,75,0,0,0,60,13,0,35,31,58,69,8,0,59,76,251101,63,2024,78,63,31,0,0,3513,62,32,0,191,3,0,-1,80,77,145673,25,0,0,75,64,76,134217744,0,93,0,2,0,0,28,0,25798,8,36,1,63,52,2,0,0,0,0,66,30,59,78,0,0,0,6,9,0,0,8,160432,1,0,58,1,0,3,66,2,0,30,32407,0,6,0,2,512,74,4,0,0,500,2,0,0,4,0,0,0,30,0,5,0,31,35,0,-1,77,0,0,23,33464,33464,0,0
25924,,Capdevila Méndez(900000),Capdevila(900000),Capdevila(900000),86,10,109,2150301,0,21,287,80,1,72,0,0,0,69,0,142,86,-1,82,74,1,0,0,89,15,0,86,11,84,86,14,0,88,86,232001,75,2027,66,76,80,0,0,1533,79,83,0,182,3,0,-1,79,2,144383,7,0,0,83,80,86,12591108,0,79,0,2,0,0,73,0,25924,8,85,4,83,82,2,0,0,0,0,76,86,81,80,0,0,2,14,4,0,0,0,160444,0,0,45,2,0,3,77,3,0,86,18074,0,7,0,2,0,76,4,0,0,501,3,0,0,2,0,0,0,15,0,2,0,84,85,0,-1,80,0,0,0,0,0,0,0
26709,,,,,88,13,112,2150301,0,21,287,73,0,63,0,0,0,49,0,7,89,-1,84,70,0,0,0,79,15,0,88,15,66,88,12,0,85,84,232001,64,2027,52,71,91,0,0,1505,74,73,0,184,1,0,10,89,3,144758,5,0,0,79,88,85,134219912,0,75,0,2,0,16384,72,0,26709,9,90,4,81,82,2,0,0,0,0,88,75,75,88,0,0,0,10,3,0,0,0,160444,0,0,83,1,0,3,89,4,0,84,31156,0,7,0,1,1024,65,5,0,0,502,2,0,0,4,0,0,0,3,0,2,0,74,91,0,-1,48,0,0,0,26782,24312,0,15
27251,,,,,1,0,0,1140503,0,0,0,1,0,1,0,0,0,1,0,501,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2027,1,1,1,0,0,5500,1,1,0,168,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,62,0,0,0,0,1,1,27251,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,159340,1,0,14,1,0,3,27,4,0,1,22492,0,1,0,1,0,1,2,0,0,500,3,0,0,1,0,0,0,0,0,9,0,1,1,0,-1,1,0,0,0,11956,11956,0,0
27252,,,,,1,0,0,1140503,0,0,0,1,0,1,0,0,0,1,0,501,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2027,1,1,1,0,0,5500,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,1,27252,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,159340,1,0,14,1,0,3,27,2,0,1,22492,0,1,0,1,0,1,2,0,0,500,3,0,0,1,0,0,0,0,0,3,0,1,1,0,-1,1,0,0,0,11957,11957,0,0
27253,,,,,1,0,0,1140503,0,0,0,1,0,1,0,0,0,1,0,501,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2027,1,1,1,0,0,5500,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,1,27253,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,159340,1,0,14,1,0,3,27,2,0,1,22492,0,1,0,1,0,1,2,0,0,500,3,0,0,1,0,0,0,0,0,3,0,1,1,0,-1,1,0,0,0,11958,11958,0,0
27254,,,,,1,0,0,1140503,0,0,0,1,0,1,0,0,0,1,0,501,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2027,1,1,1,0,0,5500,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,1,27254,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,159340,1,0,14,1,0,3,27,3,0,1,22492,0,1,0,1,0,1,2,0,0,500,3,0,0,1,0,0,0,0,0,3,0,1,1,0,-1,1,0,0,0,11959,11959,0,0
27263,,,,,1,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2027,1,1,1,0,0,1,1,1,0,184,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,27263,1,1,1,1,1,1,3,0,0,0,1,1,1,1,0,0,0,1,9,0,0,0,160097,0,0,14,1,0,3,27,2,0,1,22492,0,1,0,1,0,1,7,0,0,500,3,0,0,1,2,0,0,0,0,202,0,1,1,0,-1,1,0,0,0,23715,23715,0,0
27264,,,,,1,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2027,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,27264,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,159340,1,0,14,1,0,3,27,3,0,1,22492,0,1,0,1,0,1,2,0,0,500,3,0,0,1,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0,23716,23716,0,0
27265,,,,,1,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2027,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,27265,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,159340,1,0,14,1,0,3,27,3,0,1,22492,0,1,0,1,0,1,2,0,0,500,3,0,0,1,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0,23717,23717,0,0
27266,,,,,1,0,0,30301,0,0,0,1,0,1,0,0,0,1,0,16,1,-1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,223101,1,2027,1,1,1,0,0,1,1,1,0,180,0,0,-1,1,0,146600,16,0,0,1,2,1,0,0,75,0,0,0,0,1,0,27266,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,159340,1,0,14,1,0,3,27,4,0,1,22492,0,1,0,1,0,1,2,0,0,500,3,0,0,1,2,0,0,0,0,3,0,1,1,0,-1,1,0,0,0,23718,23718,0,0
28130,,,,,93,31,140,60201,1,0,0,89,1,94,0,0,0,89,0,6,40,-1,85,86,2,0,0,88,8,0,31,15,89,93,15,0,92,94,220001,92,2027,92,96,31,0,1,1015,95,90,0,180,1,0,18,83,1,145160,27,0,0,95,80,86,17629193,0,78,0,2,0,1048576,88,0,28130,14,38,5,91,91,4,2,0,0,0,68,93,90,52,0,0,1,15,9,0,0,16,160432,0,0,54,1,0,4,85,4,0,82,32373,0,7,0,4,0,89,7,0,0,500,2,0,0,8,0,0,0,0,0,21,6,91,37,14,16,82,0,0,0,41405,32372,32372,0
28765,José Roberto(900000),,Zé Roberto(900000),Zé Roberto(900000),87,18,127,70000,1,0,27,85,1,93,0,0,0,87,0,280,78,7,85,81,2,0,0,83,13,0,85,0,85,87,9,0,85,89,220001,86,2027,74,90,76,0,0,1501,89,86,0,172,1,0,14,75,0,143075,16,0,0,86,80,84,76284424,1,68,1,2,0,65536,87,0,28765,11,78,4,88,86,4,0,0,0,0,77,88,86,67,0,0,1,14,9,0,0,0,161228,0,0,54,2,0,3,83,5,0,93,0,0,10,0,3,128,79,10,0,0,501,2,0,0,8,0,0,0,15,0,2,1,87,79,18,27,81,0,0,0,41386,0,0,9
30110,,,,,87,41,142,60201,0,20,287,83,1,84,0,0,0,88,0,55,27,-1,76,88,0,0,0,77,15,0,26,15,76,87,15,0,85,91,232001,85,2027,88,85,22,0,0,1553,87,83,0,189,1,0,-1,80,1,145475,25,0,0,93,74,85,50593792,0,75,0,2,0,524288,80,0,30110,9,34,4,84,81,3,0,0,0,0,58,76,81,83,0,0,1,6,2,1,0,0,160890,0,0,9,1,0,3,68,2,0,76,9541,0,8,0,3,0,85,3,0,0,500,2,0,0,3,2,0,0,0,0,4,1,80,34,2,-1,87,0,0,3,4321,4321,0,0
31432,,,,,89,41,144,60201,0,0,28,73,0,73,0,0,0,91,0,55,38,-1,66,86,0,0,0,84,10,0,44,0,74,89,14,0,85,85,220001,77,2027,93,79,35,0,0,1008,80,86,0,189,1,0,-1,93,2,144419,25,0,0,84,87,92,136839184,0,88,1,2,0,4,70,0,31432,8,44,5,76,81,3,2,0,0,0,75,88,74,94,0,11,1,11,9,0,0,0,160432,0,0,108,1,0,4,89,3,0,86,9433,0,6,0,3,1024,90,8,0,0,502,4,0,0,9,0,0,0,3,0,5,0,87,36,2,-1,90,0,0,0,10080,10080,0,0
34079,,,,,86,0,107,2150301,0,0,16,79,0,81,0,0,0,75,0,46,86,-1,79,72,0,0,0,72,14,0,85,15,83,86,6,0,85,82,244101,78,2028,55,78,89,0,0,3004,80,86,0,176,1,0,-1,69,3,145434,7,0,0,80,77,73,16861696,0,66,1,2,0,1024,82,0,34079,14,84,4,80,62,2,2,0,0,0,83,88,79,62,0,0,2,7,9,0,0,0,160432,0,0,14,2,0,2,79,4,0,89,2835,0,6,0,2,0,65,7,0,0,500,4,0,0,6,0,0,0,0,0,2,0,87,86,0,-1,70,0,0,0,7697,7697,0,0
37576,,,,,94,0,141,2150301,0,0,0,85,0,89,0,0,0,95,0,25,40,-1,73,88,0,0,0,88,5,0,40,15,72,94,6,0,94,89,224001,80,2028,97,96,35,0,0,527,94,94,0,183,1,0,-1,83,1,143884,25,0,0,94,75,93,1114113,0,78,0,2,0,4194304,83,0,37576,11,43,5,84,88,4,3,0,0,0,46,95,79,84,0,10,1,11,3,0,0,0,160432,0,0,54,1,0,5,79,3,0,81,32378,0,6,0,4,0,94,5,0,0,500,3,0,0,6,0,0,0,0,0,24,0,94,36,1,-1,95,0,0,0,27276,32373,32373,0
39386,DaMarcus(900000),,,,85,9,128,70000,1,0,28,80,1,85,0,0,0,80,0,239,75,-1,76,79,0,0,0,77,12,0,69,14,78,85,11,0,84,83,220001,81,2028,79,88,73,0,0,1000,86,91,0,173,1,0,7,68,0,145954,16,0,0,86,74,73,12582912,0,66,0,2,0,131072,82,0,39386,8,73,3,79,83,2,2,0,0,0,68,90,79,62,0,0,1,6,9,0,0,0,160846,0,0,95,2,0,4,78,4,0,90,0,0,6,0,2,0,77,9,0,0,501,2,0,0,9,0,0,0,15,0,1,0,91,76,0,27,75,0,0,0,4016,4016,0,0
40898,,Govou(900000),Govou(900000),,86,23,141,60201,0,21,0,82,0,83,0,0,0,86,0,197,57,-1,74,75,0,0,0,93,12,0,47,15,80,86,9,0,85,84,220001,83,2028,88,89,49,0,0,1031,88,88,0,175,1,0,12,70,1,144922,25,0,0,89,70,93,4325376,0,75,0,2,0,4,82,0,40898,16,55,4,82,69,3,2,0,0,0,57,90,80,72,0,0,0,6,9,0,0,0,160552,0,0,18,1,0,3,81,5,0,80,34708,0,14,0,2,128,89,9,0,0,500,2,0,0,9,0,0,0,0,0,2,0,89,56,0,-1,87,0,0,0,0,0,0,0
