uid,name,revision,origin,playerid,overallrating,preferredposition1,preferredposition2,preferredposition3,preferredposition4,trait1,trait2,icontrait1,icontrait2,role1,role2,role3,role4,role5,skillmoves,weakfootabilitytypecode,acceleration,sprintspeed,agility,balance,jumping,stamina,strength,reactions,aggression,composure,interceptions,positioning,vision,ballcontrol,crossing,dribbling,finishing,freekickaccuracy,headingaccuracy,longpassing,shortpassing,defensiveawareness,shotpower,longshots,standingtackle,slidingtackle,volleys,curve,penalties,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning
33005,Matías Soulé,Normal,N\A,265695,77,12,18,23,-1,65569,0,0,0,25,33,37,0,0,3,4,79,71,83,77,64,87,48,66,33,70,30,67,71,80,75,84,70,73,58,70,76,28,66,70,41,39,69,79,69,10,10,10,10,10
33009,Tommaso Baldanzi,Normal,N\A,269312,76,18,25,-1,-1,65537,0,0,0,31,43,0,0,0,2,3,77,78,83,88,54,68,40,70,53,69,33,79,79,78,68,79,69,64,48,68,76,42,77,68,41,48,70,75,58,10,10,10,10,10
33010,Lauren Hemp,Normal,N\A,257008,86,27,16,-1,-1,21627393,0,0,0,39,30,0,0,0,3,3,91,90,90,91,78,88,63,86,62,70,69,83,83,88,92,87,76,80,63,79,81,56,83,79,69,57,69,86,68,10,10,10,10,10
33011,James Maddison,Normal,N\A,220697,85,18,12,-1,-1,17039401,0,0,0,31,32,25,0,0,3,4,77,66,84,83,57,78,53,80,70,88,44,85,88,88,83,86,80,86,35,85,86,59,83,85,65,42,77,86,74,10,10,10,10,10
33012,Chloe Kelly,Normal,N\A,257001,86,23,12,-1,-1,5571080,0,0,0,36,26,0,0,0,3,4,89,88,85,76,77,77,75,83,35,81,50,84,86,86,89,85,76,81,50,84,84,44,88,84,38,38,71,86,65,10,10,10,10,10
33013,Jill Roord,Normal,N\A,240714,86,18,14,23,-1,589824,0,0,0,131,32,131,21,0,3,4,78,72,80,75,80,76,83,87,44,82,57,86,87,87,78,85,82,80,59,82,87,59,86,82,46,34,80,81,74,10,10,10,10,10
33014,Cristian Romero,Normal,N\A,232488,84,5,-1,-1,-1,134270976,0,0,0,12,13,0,0,0,2,2,67,68,67,64,86,71,83,85,89,82,86,43,50,69,42,60,48,38,82,64,75,85,51,64,86,85,52,54,40,10,10,10,10,10
33015,Artem Dovbyk,Normal,N\A,242458,84,25,-1,-1,-1,16,0,0,0,42,0,0,0,0,2,4,81,86,74,72,95,75,86,80,74,83,25,85,72,79,48,81,88,58,86,70,80,32,89,70,28,23,67,63,84,10,10,10,10,10
33016,Kim Little,Normal,N\A,245872,86,14,10,18,-1,32,0,2097152,0,21,14,31,0,0,2,4,79,74,85,88,67,92,53,89,65,84,74,89,86,91,78,88,74,65,56,80,89,38,85,80,75,74,82,77,78,10,10,10,10,10
33017,Guglielmo Vicario,Normal,N\A,240091,84,0,-1,-1,-1,536870912,0,0,0,2,0,0,0,0,0,4,54,49,56,38,67,38,60,82,35,63,15,13,69,44,11,22,6,10,11,55,58,23,59,55,11,13,7,14,13,84,80,79,87,84
33021,Pedro Antonio Porro Sauceda,Normal,N\A,243576,83,3,-1,-1,-1,8520192,0,0,0,5,6,0,0,0,2,3,80,84,80,71,79,91,71,81,75,79,78,81,80,83,84,82,68,78,69,77,80,77,83,77,81,77,64,83,66,10,10,10,10,10
33025,Alessia Russo,Normal,N\A,258980,85,25,18,-1,-1,134873105,0,0,0,43,31,0,0,0,3,3,81,82,81,73,92,72,79,80,49,84,34,86,69,84,64,86,87,65,88,57,78,29,85,57,37,35,77,64,64,10,10,10,10,10
33029,Dejan Kulusevski,Normal,N\A,247394,82,12,18,23,-1,262145,0,0,0,24,25,26,0,0,3,3,76,74,75,69,75,90,80,81,67,84,54,79,83,84,83,85,76,61,52,72,83,55,76,72,64,55,80,85,65,10,10,10,10,10
33033,Lucy Bronze,Normal,N\A,227246,85,3,-1,-1,-1,201329680,0,0,0,6,0,0,0,0,2,3,70,71,72,70,83,82,92,85,82,87,83,73,73,81,85,79,55,72,82,81,82,85,85,81,84,83,66,82,62,10,10,10,10,10
33034,Destiny Udogie,Normal,N\A,259583,82,7,-1,-1,-1,4194816,0,0,0,8,9,0,0,0,2,3,86,89,78,70,85,83,78,79,81,78,81,79,75,81,80,82,64,51,69,65,79,77,74,65,79,76,58,64,46,10,10,10,10,10
33038,Rachel Daly,Normal,N\A,235657,85,25,18,-1,-1,1,0,0,0,142,142,31,0,0,3,3,78,77,72,67,88,81,81,85,54,70,45,89,79,87,79,84,90,52,78,66,80,69,85,66,68,64,77,77,85,10,10,10,10,10
33042,Micky van de Ven,Normal,N\A,264453,82,5,-1,-1,-1,18432,0,0,0,11,12,13,0,0,2,3,81,93,59,49,89,74,84,80,79,82,83,48,55,75,58,72,43,34,75,74,77,83,48,74,84,83,47,37,39,10,10,10,10,10
33043,Katie McCabe,Normal,N\A,265239,85,7,16,27,-1,67289728,0,0,0,10,29,40,0,0,3,3,81,79,88,79,83,92,73,80,94,84,81,79,68,80,87,78,76,75,74,79,84,86,75,79,79,78,69,78,74,10,10,10,10,10
33047,Richarlison de Andrade,Normal,N\A,231943,81,25,16,-1,-1,50659344,0,0,0,41,42,30,0,0,3,5,79,76,82,65,89,78,75,81,84,82,46,84,75,82,73,80,81,65,84,61,77,43,83,61,58,48,81,76,77,10,10,10,10,10
33048,Millie Bright,Normal,N\A,238257,85,5,-1,-1,-1,134230160,0,32768,0,11,12,13,0,0,1,4,51,62,34,36,86,78,92,84,88,85,80,38,57,60,50,59,49,52,89,86,84,90,63,86,87,78,35,51,59,10,10,10,10,10
33049,Caitlin Foord,Normal,N\A,227110,85,27,16,-1,-1,4325376,0,0,0,38,39,30,0,0,2,3,89,85,83,88,72,90,64,83,60,79,43,87,79,83,85,82,82,54,50,74,86,45,73,74,45,41,64,75,59,10,10,10,10,10
33050,Rodrigo Bentancur,Normal,N\A,227535,81,14,10,-1,-1,8912896,0,0,0,18,14,0,0,0,3,4,68,66,68,76,74,81,72,79,78,86,81,73,82,85,76,84,68,68,65,83,84,79,71,83,82,78,71,71,67,10,10,10,10,10
33051,Kasper Schmeichel,Normal,N\A,163587,80,0,-1,-1,-1,0,8,0,0,2,0,0,0,0,0,3,38,47,57,47,64,31,65,80,35,65,20,13,59,40,18,12,12,15,16,52,44,14,59,52,14,13,15,13,26,77,76,79,78,80
33052,Ashley Lawrence,Normal,N\A,227392,85,3,-1,-1,-1,4260352,0,1024,0,5,6,0,0,0,2,4,84,84,86,87,84,84,72,85,80,83,80,73,82,78,83,78,58,70,73,81,84,84,79,81,85,81,66,78,67,10,10,10,10,10
33053,Callum McGregor,Normal,N\A,211093,79,10,14,-1,-1,10486080,0,0,0,14,16,21,0,0,3,4,82,77,84,87,73,93,70,83,80,83,70,74,79,83,67,75,72,62,52,78,84,75,79,78,73,71,72,74,65,10,10,10,10,10
33057,Vivianne Miedema,Normal,N\A,233746,85,25,18,-1,-1,65537,0,0,0,41,43,32,0,0,3,4,84,80,80,73,92,83,82,85,70,90,27,86,69,87,64,85,85,73,82,56,79,22,86,56,30,23,83,76,75,10,10,10,10,10
33058,Diogo José Teixeira da Silva,Normal,N\A,224458,85,25,27,-1,-1,8519680,0,0,0,41,43,39,0,0,3,5,85,80,86,87,91,80,75,88,85,83,56,88,78,85,73,83,85,58,86,72,77,53,86,72,57,45,79,77,69,10,10,10,10,10
33059,Kyogo Furuhashi,Normal,N\A,245538,77,25,-1,-1,-1,37748739,0,0,0,42,0,0,0,0,2,5,86,83,91,90,77,85,53,81,69,77,41,82,70,76,61,69,80,62,73,67,69,45,80,67,51,49,77,70,62,10,10,10,10,10
33063,Leah Williamson,Normal,N\A,246426,85,5,10,-1,-1,42112,0,0,0,12,13,15,0,0,2,3,73,75,72,73,87,70,77,88,80,82,86,31,63,83,60,61,45,67,84,88,82,90,48,88,84,82,45,60,50,10,10,10,10,10
33064,Yui Hasegawa,Normal,N\A,245830,84,10,14,18,-1,18878720,0,0,0,14,16,18,0,0,3,4,76,79,76,88,61,77,51,84,76,78,85,64,87,87,76,88,67,71,48,89,89,84,73,89,82,73,68,68,63,10,10,10,10,10
33065,Federico Chiesa,Normal,N\A,235805,84,23,12,25,27,21364737,0,0,0,36,43,39,0,0,3,4,92,93,90,84,76,84,70,84,74,82,54,84,77,83,75,87,84,62,53,76,78,51,86,76,51,48,84,78,62,10,10,10,10,10
33069,Reo Hatate,Normal,N\A,255742,76,14,18,-1,-1,9240676,0,0,0,22,33,0,0,0,3,4,76,65,83,90,69,72,64,80,66,80,65,77,78,79,62,78,69,59,52,76,77,66,82,76,66,59,80,67,68,10,10,10,10,10
33070,María Francesca Caldentey Oliver,Normal,N\A,237288,84,27,16,25,-1,26017824,0,256,0,40,43,0,0,0,3,4,78,76,85,93,71,91,75,85,65,84,41,84,84,85,84,85,89,72,61,80,88,57,75,80,65,61,56,75,87,10,10,10,10,10
33071,Sandy Baltimore,Normal,N\A,261733,84,12,14,23,-1,4260384,0,0,0,25,26,22,0,0,2,2,89,80,81,91,65,73,71,72,58,80,70,84,87,87,87,84,73,71,43,81,87,66,68,81,67,61,62,90,74,10,10,10,10,10
33072,Cameron Carter-Vickers,Normal,N\A,228174,77,5,-1,-1,-1,134251584,0,0,0,12,13,0,0,0,1,3,77,82,77,78,91,72,90,80,80,77,72,27,57,71,37,65,24,30,74,70,76,76,65,70,76,72,26,36,38,10,10,10,10,10
33073,Cody Gakpo,Normal,N\A,242516,83,25,27,-1,-1,18874368,0,0,0,41,43,39,0,0,3,4,84,81,75,67,91,76,78,81,63,83,45,82,80,85,83,86,83,76,81,70,79,46,86,70,48,31,77,78,68,10,10,10,10,10
33077,Alex Greenwood,Normal,N\A,227254,84,5,7,-1,-1,134218880,0,2048,0,12,13,8,0,0,1,3,70,72,65,70,85,86,76,82,90,85,87,47,60,84,79,67,62,82,83,89,87,86,78,89,84,80,43,80,85,10,10,10,10,10
33078,Alistair Johnston,Normal,N\A,256107,75,3,-1,-1,-1,8389632,0,0,0,6,0,0,0,0,1,3,76,82,75,70,79,85,76,70,85,74,66,71,74,72,72,67,55,37,60,73,74,74,68,73,75,72,34,66,49,10,10,10,10,10
33082,Ella Toone,Normal,N\A,263011,84,18,14,-1,-1,17891362,0,262144,0,33,22,0,0,0,4,3,83,80,67,84,78,84,64,84,38,82,45,86,86,85,76,92,80,56,69,70,83,41,83,70,57,56,75,70,59,10,10,10,10,10
33083,Ibrahima Konaté,Normal,N\A,237678,83,5,-1,-1,-1,134252544,0,0,0,12,13,0,0,0,2,3,69,80,55,34,83,71,90,81,83,78,82,37,57,74,38,69,29,27,81,70,76,82,45,70,85,81,28,32,41,10,10,10,10,10
33084,Fran Kirby,Normal,N\A,227255,84,18,23,-1,-1,17104897,0,0,0,31,32,37,0,0,3,4,87,85,89,93,79,67,58,86,45,82,35,88,77,89,73,88,81,71,71,77,82,36,87,77,43,39,88,74,73,10,10,10,10,10
33085,Daizen Maeda,Normal,N\A,246321,74,27,16,23,-1,46268416,0,0,0,38,39,36,0,0,1,4,92,93,90,86,85,94,62,77,77,67,55,76,66,70,63,74,71,57,73,53,72,62,76,53,59,55,72,63,60,10,10,10,10,10
33089,James Forrest,Normal,N\A,200630,74,23,12,27,-1,16777217,0,0,0,35,37,40,0,0,3,4,75,78,79,86,59,54,52,79,56,74,50,77,73,74,72,71,74,51,47,58,74,54,74,58,47,44,67,70,64,10,10,10,10,10
33093,Kadeisha Buchanan,Normal,N\A,227383,84,5,-1,-1,-1,25728,0,4096,0,111,12,111,0,0,1,3,66,68,63,63,87,79,88,78,80,81,85,46,47,68,31,61,34,56,81,71,75,91,63,71,84,84,43,51,45,10,10,10,10,10
33094,Greg Taylor,Normal,N\A,226508,74,7,-1,-1,-1,1120,0,0,0,9,10,0,0,0,2,3,69,74,79,83,71,86,66,72,74,77,67,74,76,74,66,69,47,58,64,72,79,73,72,72,73,71,47,73,59,10,10,10,10,10
33095,Ashleigh Neville,Normal,N\A,265252,83,7,3,16,-1,8545808,0,0,0,107,107,3,0,0,2,4,75,77,68,74,90,81,83,79,86,81,85,80,68,76,79,80,74,69,83,76,82,86,69,76,85,83,68,78,59,10,10,10,10,10
33096,Adam Idah,Normal,N\A,244288,73,25,-1,-1,-1,2097168,0,0,0,42,44,0,0,0,2,3,74,85,71,62,88,67,85,73,74,69,23,74,66,68,44,69,73,49,74,42,66,18,74,42,17,11,72,62,75,10,10,10,10,10
33100,Bethany England,Normal,N\A,256489,82,25,-1,-1,-1,2097168,0,0,0,42,44,0,0,0,2,4,64,67,54,79,86,73,79,78,49,78,37,86,66,81,59,79,88,60,87,54,79,42,85,54,29,26,80,74,75,10,10,10,10,10
33101,Shuang Wang,Normal,N\A,226360,79,23,12,14,-1,851968,0,0,0,35,37,25,0,0,2,4,82,86,89,80,88,71,74,79,57,76,40,79,76,82,72,74,78,68,77,67,78,38,79,67,36,37,69,66,75,10,10,10,10,10
33102,Molly Bartrip,Normal,N\A,265262,79,5,-1,-1,-1,10368,0,0,0,11,12,0,0,0,1,3,70,68,70,75,82,86,70,79,80,78,81,54,51,79,60,58,50,70,82,80,81,85,66,80,78,77,41,65,73,10,10,10,10,10
33103,Amanda Nildén,Normal,N\A,266939,78,7,-1,-1,-1,0,0,0,0,9,0,0,0,0,2,4,86,81,70,70,80,73,66,85,78,61,77,44,58,73,67,70,55,60,70,79,80,79,56,79,73,72,43,65,62,10,10,10,10,10
33104,Luana Bühler,Normal,N\A,264998,77,5,-1,-1,-1,14336,0,0,0,11,12,13,0,0,1,2,71,74,71,68,81,77,75,77,72,71,76,57,56,79,74,58,50,62,73,73,80,81,65,73,78,76,39,54,61,10,10,10,10,10
33105,Martha Thomas,Normal,N\A,265277,77,25,-1,-1,-1,0,0,0,0,43,0,0,0,0,2,3,76,78,78,71,81,72,76,75,59,74,46,81,55,77,59,77,79,58,68,50,70,33,79,50,35,26,74,60,56,10,10,10,10,10
33109,Clare Hunt,Normal,N\A,274644,77,5,-1,-1,-1,0,0,0,0,12,13,0,0,0,1,3,63,68,54,49,81,67,75,73,68,69,76,43,48,71,38,58,45,45,79,74,78,78,51,74,82,75,33,52,41,10,10,10,10,10
33110,Becky Spencer,Normal,N\A,265254,76,0,-1,-1,-1,268435456,8,0,0,2,0,0,0,0,0,2,42,45,32,51,62,25,65,73,22,58,11,9,57,26,18,19,16,17,9,35,31,10,50,35,15,15,12,15,24,76,76,67,71,79
33111,Jessica Naz,Normal,N\A,265258,76,25,16,18,-1,131072,0,0,0,43,31,0,0,0,2,4,84,81,79,77,78,71,66,71,58,75,47,82,68,83,60,85,74,51,65,52,77,41,78,52,39,29,74,67,60,10,10,10,10,10
33112,Eveliina Summanen,Normal,N\A,266598,76,14,10,-1,-1,134250528,0,0,0,20,15,0,0,0,2,3,39,55,65,76,72,80,86,70,73,73,72,76,73,75,64,75,65,46,70,76,82,69,78,76,82,70,47,67,56,10,10,10,10,10
33113,James Tavernier,Normal,N\A,195479,78,3,-1,-1,-1,8389257,0,0,0,6,0,0,0,0,2,2,78,84,76,84,82,89,79,75,70,77,72,76,78,77,83,75,65,85,68,79,77,68,79,79,72,70,77,83,86,10,10,10,10,10
33114,Jack Butland,Normal,N\A,203042,77,0,-1,-1,-1,0,10,0,0,1,0,0,0,0,0,4,53,50,49,48,71,29,75,70,39,60,20,13,53,36,11,21,16,14,12,53,50,15,56,53,13,11,12,12,43,78,75,74,77,76
33115,Mohammed Diomande,Normal,N\A,255928,74,10,14,-1,-1,2359300,0,0,0,14,16,21,0,0,3,5,79,74,79,81,77,72,70,75,73,78,67,71,72,81,64,77,67,56,64,74,79,69,71,74,70,61,59,67,50,10,10,10,10,10
33116,Robin Pröpper,Normal,N\A,208462,76,5,-1,-1,-1,134269072,0,0,0,12,13,0,0,0,1,4,40,63,54,44,78,75,82,72,78,74,74,52,63,60,40,54,44,67,80,76,68,80,74,76,76,75,34,62,44,10,10,10,10,10
33117,Nicolas Raskin,Normal,N\A,239810,75,14,10,-1,-1,2105664,0,0,0,20,16,0,0,0,2,4,74,65,79,83,75,84,68,80,82,79,71,62,71,76,66,71,58,67,66,76,79,70,71,76,76,70,58,69,58,10,10,10,10,10
33118,Danilo Pereira Da Silva,Normal,N\A,239881,74,25,-1,-1,-1,16842752,0,0,0,41,42,0,0,0,2,4,79,70,77,80,75,83,70,70,54,70,23,80,67,75,44,73,79,62,74,49,72,21,70,49,18,14,68,68,68,10,10,10,10,10
33119,Rıdvan Yılmaz,Normal,N\A,252208,74,7,-1,-1,-1,4194816,0,0,0,9,10,0,0,0,1,2,88,84,91,84,69,75,55,78,62,70,71,70,60,74,73,77,51,41,51,66,71,70,68,66,70,67,51,75,42,10,10,10,10,10
33120,Nedim Bajrami,Normal,N\A,237640,74,18,23,-1,-1,65536,0,0,0,31,33,0,0,0,2,4,77,74,78,75,68,74,60,70,67,68,56,74,74,78,70,77,65,64,54,70,75,58,74,70,60,62,68,75,69,10,10,10,10,10
33121,John Souttar,Normal,N\A,212516,74,5,-1,-1,-1,64,0,0,0,11,13,0,0,0,1,4,69,76,63,68,85,66,84,71,70,74,70,33,59,72,48,70,42,41,74,74,72,74,70,74,75,72,28,61,49,10,10,10,10,10
33123,Cyriel Dessers,Normal,N\A,222262,73,25,-1,-1,-1,0,0,0,0,42,0,0,0,0,2,4,65,72,69,64,75,72,82,75,56,71,17,75,58,69,44,67,73,47,71,55,66,42,79,55,16,14,69,45,66,10,10,10,10,10
33124,Alessandro Buongiorno,Normal,N\A,243241,80,5,-1,-1,-1,134221824,0,0,0,12,13,0,0,0,1,3,61,68,57,61,81,70,77,78,82,77,84,37,70,71,63,60,36,43,79,72,78,85,65,72,81,78,46,52,49,10,10,10,10,10
33125,Khvicha Kvaratskhelia,Normal,N\A,247635,85,27,16,23,-1,18153505,0,0,0,139,139,36,0,0,4,5,85,86,86,75,78,77,70,84,62,79,40,84,83,87,78,88,80,65,62,76,83,38,78,76,39,34,64,83,65,10,10,10,10,10
33126,André-Franck Zambo Anguissa,Normal,N\A,227236,80,10,14,-1,-1,8402944,0,0,0,14,21,0,0,0,2,3,75,75,75,76,84,92,87,84,85,80,79,78,74,76,62,75,64,46,69,75,78,79,74,75,78,75,54,59,60,10,10,10,10,10
33127,Matteo Politano,Normal,N\A,216409,80,23,12,-1,-1,16843264,0,0,0,37,26,0,0,0,3,4,81,79,89,88,53,75,40,81,63,79,38,76,74,83,80,81,78,77,40,76,80,63,78,76,29,29,75,79,70,10,10,10,10,10
33128,Stanislav Lobotka,Normal,N\A,216435,82,14,10,-1,-1,8921088,0,0,0,20,15,0,0,0,2,4,76,68,75,86,67,89,68,80,76,77,78,76,82,84,75,80,68,55,45,84,84,77,69,84,80,76,43,75,56,10,10,10,10,10
33129,Pasquale Mazzocchi,Normal,N\A,239679,72,12,3,16,23,131072,0,0,0,23,27,0,0,0,2,3,75,76,69,67,72,69,68,64,71,66,68,68,68,75,75,74,58,59,59,73,73,67,63,73,69,69,58,69,58,10,10,10,10,10
33130,Leonardo Spinazzola,Normal,N\A,202884,79,16,7,27,-1,4325888,0,0,0,27,29,10,0,0,3,4,86,89,78,68,80,69,67,79,71,75,78,77,76,80,79,80,60,45,69,69,76,75,71,69,79,75,64,66,59,10,10,10,10,10
33131,Giovanni Di Lorenzo,Normal,N\A,217870,82,3,12,-1,-1,9044480,0,0,0,5,6,25,0,0,2,3,82,84,76,78,85,87,77,78,79,74,80,70,68,77,76,76,66,68,71,72,76,79,72,72,81,79,60,67,59,10,10,10,10,10
33132,Mathías Olivera,Normal,N\A,240716,77,7,-1,-1,-1,0,0,0,0,9,10,0,0,0,2,3,69,72,65,36,73,76,69,78,80,68,78,64,62,76,76,72,49,41,68,66,72,76,56,66,75,74,38,67,42,10,10,10,10,10
33133,Amir Rrahmani,Normal,N\A,244263,80,5,-1,-1,-1,201326720,0,0,0,12,13,0,0,0,1,4,48,86,48,47,79,67,83,79,81,70,82,49,48,66,49,59,43,41,78,65,69,83,60,65,83,81,39,49,34,10,10,10,10,10
33134,Gleison Bremer Silva Nascimento,Normal,N\A,239580,86,5,-1,-1,-1,134256784,0,0,0,112,11,112,0,0,1,2,78,86,65,67,94,75,89,79,84,78,84,58,45,68,46,62,49,24,87,69,75,87,68,69,87,84,38,42,43,10,10,10,10,10
33135,Andrea Cambiaso,Normal,N\A,258966,77,3,7,12,-1,0,0,0,0,6,10,23,0,0,2,5,78,78,75,74,73,72,61,75,69,74,70,72,73,79,78,78,56,60,62,75,79,70,71,75,78,77,65,72,46,10,10,10,10,10
33136,Khéphren Thuram,Normal,N\A,247246,78,14,10,-1,-1,10485824,0,0,0,18,14,0,0,0,2,3,73,70,71,68,87,80,80,77,70,78,76,77,78,80,72,80,72,56,76,78,82,77,74,78,77,74,55,72,59,10,10,10,10,10
33137,Federico Gatti,Normal,N\A,266872,78,5,-1,-1,-1,0,0,0,0,11,13,0,0,0,1,3,73,77,56,59,87,67,78,73,80,75,78,45,40,66,34,57,30,36,80,61,66,80,58,61,81,78,32,34,43,10,10,10,10,10
33138,Michele Di Gregorio,Normal,N\A,235840,80,0,-1,-1,-1,536870912,2,0,0,2,0,0,0,0,0,3,55,57,55,55,69,36,68,68,26,56,15,9,65,30,13,28,9,14,11,46,48,21,59,46,14,10,11,17,17,82,78,78,82,82
33139,Douglas Luiz Soares de Paulo,Normal,N\A,236499,83,14,10,-1,-1,2359304,0,0,0,18,14,0,0,0,2,2,69,64,74,75,74,80,74,79,77,84,77,76,86,85,82,79,74,83,62,84,87,76,79,84,79,72,77,89,83,10,10,10,10,10
33146,Nicolò Fagioli,Normal,N\A,260823,76,10,14,-1,-1,19136512,0,0,0,14,18,0,0,0,3,4,74,77,76,77,70,77,62,76,70,72,70,62,80,81,69,79,52,68,58,80,83,69,76,80,74,72,68,79,68,10,10,10,10,10
33147,Danilo Luiz da Silva,Normal,N\A,199304,82,5,3,-1,-1,8320,0,0,0,11,13,3,0,0,2,4,70,80,63,66,85,69,80,80,79,82,84,69,64,79,76,73,59,73,79,76,78,84,82,76,85,81,69,73,67,10,10,10,10,10
33148,Khiara Keating,Normal,N\A,266568,80,0,-1,-1,-1,128,4,0,0,2,0,0,0,0,0,3,33,29,35,55,61,25,66,79,32,37,9,9,52,17,11,18,8,15,9,33,31,15,61,33,17,15,7,15,21,78,79,81,80,80
33152,Manuela Zinsberger,Normal,N\A,265242,84,0,-1,-1,-1,0,3,0,0,2,0,0,0,0,0,4,48,42,46,62,71,22,78,81,26,56,10,11,69,36,31,11,18,24,6,15,23,20,59,15,13,16,12,19,53,84,77,78,85,85
33156,Zećira Mušović,Normal,N\A,243379,79,0,-1,-1,-1,0,1,0,0,1,0,0,0,0,0,2,41,38,37,47,51,22,37,70,22,54,10,7,48,21,16,14,9,13,15,30,28,19,59,30,15,16,15,13,24,80,82,79,75,77
33160,Hannah Hampton,Normal,N\A,263009,78,0,-1,-1,-1,128,9,0,0,2,0,0,0,0,0,3,61,58,35,47,63,25,50,74,25,38,11,7,45,24,22,19,8,18,9,35,31,12,57,35,13,14,11,27,24,76,77,76,77,78
33164,Phallon Tullis-Joyce,Normal,N\A,267212,79,0,-1,-1,-1,0,9,0,0,1,0,0,0,0,0,2,44,45,53,58,64,26,65,78,17,32,8,13,31,17,12,12,11,15,12,28,24,12,56,28,15,13,9,12,18,80,74,75,80,80
33168,Kinga Szemik,Normal,N\A,269805,78,0,-1,-1,-1,0,3,0,0,1,0,0,0,0,0,2,51,45,42,45,55,32,42,76,22,33,14,9,41,22,12,17,13,12,11,24,31,10,54,24,15,13,8,16,19,78,75,72,79,76
33172,Courtney Brosnan,Normal,N\A,265331,74,0,-1,-1,-1,268435456,8,0,0,1,0,0,0,0,0,3,42,40,38,53,65,25,72,76,21,42,9,13,46,25,13,19,8,16,7,35,30,10,50,35,11,12,9,17,23,70,71,66,77,75
33176,Lize Kop,Normal,N\A,244058,74,0,-1,-1,-1,0,0,0,0,2,0,0,0,0,0,3,27,34,39,51,43,30,32,73,25,32,11,10,25,18,12,10,8,12,16,18,23,15,54,18,14,15,7,14,13,75,66,72,74,77
33180,Janis Blaswich,Normal,N\A,204092,77,0,-1,-1,-1,0,1,0,0,2,0,0,0,0,0,3,47,38,31,33,70,31,74,74,39,54,19,11,46,31,20,19,18,8,15,30,38,10,53,30,15,13,13,29,30,77,75,70,80,76
33184,Oumar Solet,Normal,N\A,242238,76,5,-1,-1,-1,7168,0,0,0,12,13,0,0,0,1,4,70,86,65,38,82,84,88,70,77,69,75,59,56,68,31,69,35,34,68,71,79,77,64,71,75,72,33,35,42,10,10,10,10,10
33185,Oscar Gloukh,Normal,N\A,274288,76,18,27,-1,-1,17629216,0,0,0,32,40,0,0,0,3,4,88,78,87,85,59,71,36,61,45,78,28,67,76,82,65,84,71,67,52,64,75,42,71,64,32,28,55,73,66,10,10,10,10,10
33186,Alexander Schlager,Normal,N\A,215522,74,0,-1,-1,-1,0,4,0,0,2,0,0,0,0,0,3,46,47,34,45,61,24,55,69,26,33,13,6,34,23,20,13,14,16,17,18,25,24,50,18,18,16,13,14,22,73,72,66,76,73
33187,Karim Konaté,Normal,N\A,274445,73,25,-1,-1,-1,131072,0,0,0,41,42,0,0,0,2,3,85,86,74,72,86,75,64,66,49,63,33,73,66,74,32,79,73,74,77,52,63,36,70,52,38,30,51,51,60,10,10,10,10,10
33188,Maurits Kjaergaard,Normal,N\A,260876,73,14,-1,-1,-1,580,0,0,0,22,0,0,0,0,3,3,71,78,74,62,77,77,79,76,73,68,68,72,75,75,70,72,68,69,59,69,74,63,78,69,65,60,66,73,62,10,10,10,10,10
33189,Nicolás Capaldo,Normal,N\A,246885,73,14,3,-1,-1,8388608,0,0,0,18,4,0,0,0,3,2,77,76,81,75,74,90,73,77,76,74,68,70,69,73,70,71,70,55,54,71,73,71,70,71,72,69,64,65,60,10,10,10,10,10
33190,Kamil Piątkowski,Normal,N\A,252018,73,5,-1,-1,-1,9216,0,0,0,12,13,0,0,0,1,4,81,80,74,72,91,82,84,68,74,68,72,59,58,69,65,66,41,34,71,68,69,69,68,68,71,69,25,58,36,10,10,10,10,10
33191,Stefan Bajcetic Maquieira,Normal,N\A,271975,72,10,14,-1,-1,0,0,0,0,14,18,0,0,0,2,3,67,66,64,62,64,68,63,68,70,77,71,52,66,75,55,73,50,49,54,71,74,68,56,71,71,72,50,59,48,10,10,10,10,10
33192,Amar Dedić,Normal,N\A,257345,73,3,7,-1,-1,65536,0,0,0,5,9,0,0,0,2,3,83,83,78,74,76,88,69,64,68,66,66,64,64,70,74,72,56,68,56,69,68,62,67,69,72,70,59,63,44,10,10,10,10,10
33193,Lucas Gourna-Douath,Normal,N\A,257271,73,10,14,-1,-1,0,0,0,0,14,16,20,0,0,1,3,78,74,71,70,82,81,77,68,72,71,72,62,69,73,54,71,48,43,65,70,72,67,62,70,72,69,46,42,50,10,10,10,10,10
33194,Fernando Dos Santos Pedro,Normal,N\A,244389,73,25,-1,-1,-1,131072,0,0,0,41,0,0,0,0,3,3,87,91,86,76,70,66,62,74,66,71,22,73,69,76,57,78,74,55,49,59,73,38,76,59,42,36,69,70,63,10,10,10,10,10
33195,Mads Bidstrup,Normal,N\A,246402,71,14,10,-1,-1,12288,0,0,0,18,14,0,0,0,2,3,67,72,70,87,74,85,72,69,68,71,73,63,72,74,63,69,56,44,67,70,75,73,57,70,74,65,52,55,42,10,10,10,10,10
33196,Aleksa Terzić,Normal,N\A,252573,71,7,-1,-1,-1,131072,0,0,0,9,10,0,0,0,2,2,84,80,70,61,72,66,57,68,69,60,61,64,42,73,74,70,44,43,59,49,67,67,45,49,71,69,31,51,49,10,10,10,10,10
